Account,Display Name,Example Series Names,Pattern Types Matched,Occurrences,Distinct Posts
tinjunesportslounge,Tinjune Sports Lounge,NFL Game; Private Event; Black Friday Special Edition; Happy Hour; NYE Special Edition Ladies Night,repeated branded name,165,13
_ohsolocal_,oh so local,MONDAYS AT THE BELMONT WITH TONY MANGIA; Lunch; Taco Tuesday; Mondays at the Belmont with Tony Mangia,"day-of-week plural, repeated branded name",165,15
veracherryhill,Vera Cherry Hill,Galentine’s Bestie Brunch; Business Bestie Brunch; Founders Day Celebration; Saturday nights; VERA's Winter Wonderland,"recurrence keyword, repeated branded name",164,12
earnyourdayrunclub,EARN YOUR DAY,IMPACT TRAINING; Training Club; Training Class; workout; CHRISTMAS EARNED,repeated branded name,162,28
kulture_industries,Kulture Industries,JORY BOY EN NEW JERSEY – LIVE EDITION; URBAN BELLS; KULTURE KLAUS; Distrito; Heidy’s Bday Bash,repeated branded name,162,14
ybn.jeff,J Brazy⭐️,Nasty November Pajama Party; Essex Boyz x TheJerseyBoys973 PAJAMA PARTY; Christmas Party; MSU WE BACK‼️ 🦅,repeated branded name,160,7
beelinkedpermanentjewelry,Permanent Jewelry Services & More✨,In-Store Pop Ups; Bachelorette Parties; Birthday Parties; Corporate Parties; Ladies Night,repeated branded name,160,2
lb.downtown,Left Bank Downtown,Feast Mode Turkey Patty; 20% off gift cards; Can We Talk? 90s R&B Brunch Party; 90s R&B Brunch; Espresso Martini,repeated branded name,159,18
officehoursrnbonly,Office Hours,Incredible Sets for Thanksgiving Week; Office Hours: DJ Lex (DJ Mix),repeated branded name,158,1
thepassionatepalate,Zainab Illyas | The Passionate Palate ™️ Podcast,Muslim Heritage Month Festival,repeated branded name,158,3
halseynwk,Halsey,Newark Uncorked; Western Fall Fest; Newark Uncorked: R&B Karaoke Edition,repeated branded name,158,4
kagekickback,"Anime Paint & Sip, Nostalgic and Nerdy Socials | NYC & NJ",Nostalgic Art Cafe at LSC After Dark's 90's Night; Reindeer Games; The Upside Down; Christmas Things Mini Market,repeated branded name,158,4
therosegardenevents,The Rose Garden Events🌹,SECRET GARDEN SESSIONS; FRESHMAN FRIDAYS; FRESHMAN CLASS SHOWCASE; Freshman Class 2026 Nominations; Secret Garden Sessions,"day-of-week plural, repeated branded name",157,31
montclairbookcenter,Montclair Book Center,"MONTCLAIR VINYL CLUB; EASTER EGG HUNT; Book Club Discussion: Cultish by Amanda Montell; Barry Morgenstein's ""Rock & Soul""; Montclair Book Lovers Meeting",repeated branded name,156,18
comedianmalcolmhill,Malcolm Hill,SATURDAY BRUNCH; COMEDY SHOW; SOULFUL BUFFET BRUNCH; SPORTS TALK SUNDAYS; New Year’s Eve,"day-of-week plural, repeated branded name",156,45
theatelier.nj,The Atelier,Thanksgiving Eve Party; Everyone’s Home for the Holidays!; Home for the Holidays; Home for The Holidays,repeated branded name,155,12
thebistronj,THE BISTRO AT IPLAY AMERICA,TAPAS & TEQUILA THURSDAYS; Tapas & Tequila Thursdays,day-of-week plural,154,32
duke201,DUJUAN(The One),Main Party; Black Friday With A Touch Of Gold Birthday Bash; QUEEN SH*T; On Top Of Cars; Believe The Hype Presents Goodbye 2025 Party,repeated branded name,154,12
elitistcoffee,Elitist Coffee,Holiday Hours; Martin Luther King Jr. Day,repeated branded name,154,17
noahenvivo,Noah en Vivo,R&B NIGHTS; WEEKLY R&B NIGHT; THURSDAYS AT NOAH EN VIVO; WEEKLY MIXOLOGY CLASS; MIXOLOGY CLASS WEDNESDAYS,"day-of-week plural, recurrence keyword, repeated branded name",152,32
blakthebrand,BE LOVING AND KIND 🖤,The Art Café; The Art Café: Holiday Edition!; The Art Cafe: an afterdark artmaking experience Holiday Edition; The Art Cafe: Holiday Edition,repeated branded name,152,3
donotdisturbtheig,DND,HOME BEFORE 10; Founder’s Day Celebration; Gospel & Grits; Afroheat; AFROHEAT,repeated branded name,152,14
blackoutsaturdays,Blackout Saturdays at Lotus Rooftop 🪷,The Coldest Winter; Happy Hour; Don Repo Bottle Special; Bottle Specials,repeated branded name,152,1
positiveforce7,Positive Force,WINTER HOUSE SESSIONS; HOUSE SESSION; FUNK MASTER FLEX LIVE; HOUSE MUSIC ALL NIGHT LONG; THE HOUSE SESSIONS,repeated branded name,151,57
412loungepaterson,412 Lounge Paterson,UKI UKI SUNDAYS; SÁBADO POR EL RESPETO; JUEVES DE BANDIDAS; MIÉRCOLES DE MAMASOTAS; VIERNES DE CONTRABANDO,"day-of-week plural, repeated branded name",150,50
trentonsk8s,Trenton Sk8s,Trenton Sk8s Friday Night Takeover; Trenton Sk8s at The Rink with DJ Josh Lemonade; Trenton Sk8s ALL AGES skate session; INTRO TO TRAINS & TRIOS Workshop; INTRO TO BALLROOM Workshop,repeated branded name,150,12
newarkhascomedy,Newark Has Comedy,NEWARK HAS COMEDY & IMPROV (SHOW+POST-SHOW OPEN MIC); WORKOUT WEDNESDAY (OPEN MIC+FEATURE); BRICK CITY COMEDY REVUE (SHOW); COMEDY @TAKEOFF (SHOW+POST-SHOW OPEN MIC); THE LAUGH SUPPLY (OPEN MIC),repeated branded name,150,1
johnhopebryant,John Hope Bryant,Money & Wealth Podcast; HOPE Global Forums 2025; Money & Wealth Podcast Episode; Money & Wealth podcast,repeated branded name,148,10
crabbaemaplewood,165 Franklin terrace Maplewood nj,OXTAILS AVAILABLE; Frozen Oxtails Pick Up; Final Sale of 2025; Frozen Oxtail Cases Pickup; Frozen Oxtail Cases Available,repeated branded name,148,38
glowby.aayesha,Aayesha,Eyebrow Threading Appointment; LED Light Therapy Session; HydraFacial with LED Therapy; Lash Lift Appointment; Hydrafacial at Dreamz Salon Newark,repeated branded name,146,6
theorchidlegacy,The Orchid Legacy,Casino Night,repeated branded name,146,2
mamajuanaafterdark,Mamajuana Plainfield After Dark 🌙,VIERNES DE REBESOTAS; Viernes de Bebesotas; NYE 2026; UNA RUMBA EN RD; VIERNES BEBESOTAS,repeated branded name,145,10
djcarameloevents,😈 CARAMELO EVENTS 😈,CABEZA FLOW BIRTHDAY CELEBRATION; BUBALU SATURDAY; Happy New Year Party; CARAMELO; New Year Party,"day-of-week plural, repeated branded name",145,24
brtweekend,BEACH ROAD TRIP WEEKEND,REBEL SALUTE FLORIDA; Kekoon Nightclub with Govana; Rebel Salute Florida,repeated branded name,145,31
hazymoonstudios,"CAITLIN LODATO ARTIST, CURATOR",Free Delivery Before Christmas; Reception and Meet Artist Laurie Harden; Artist Talk,repeated branded name,145,17
thealibisnj,Sean Patrick & The Alibis,Thanksgiving/Jenksgiving Eve; Acoustic Trio; Kevin Nace Birthday Show; Sound Tech Gig,repeated branded name,145,18
njsalsa,STEVE SANTOS | DANCE,SOCIAL WEDNESDAYS; SALSA (LEVEL 1); SALSA GROUP CLASS; THE LATIN BRUNCH - SEASON PREMIERE; BACHATA GROUP CLASS,"day-of-week plural, recurrence keyword, repeated branded name",145,34
brickbandits,BRICK BANDITS CREW,25 FRESH; Long Live DJ Tim Dolla; 25 FRESH Release; You Should Put This Out Vol. 1,repeated branded name,144,14
theepressureinstalls,NJ HAIRSTYLIST📍Pressure Always Applied🔥,Wig Install; Quick Weave; Ponytail; Sew-In,repeated branded name,144,3
sakura.series,Sakura Series,SAKURA SERIES SHOW FEATURING BRITTANY BARKER; SAKURA SERIES ALL WOMEN SLAM; SAKURA SERIES POETRY SLAM; NATIONAL POETRY MONTH SLAM; Leilani’s birthday fundraiser showcase,"recurrence keyword, repeated branded name",144,19
_musiccafe_,MUSIC CAFÉ LIVE 🎼🎬 🎶,Mahogony In Bloom; The Secret Place,repeated branded name,142,5
elizabethrecsquad,OFFICIAL PAGE FOR ELIZABETH RECREATION SQUAD,VS OLD BRIDGE VIKINGS; VS PERTH AMBOY PANTHERS; VS NORTH BRUNSWICK RAIDERS; VS MONROE; VS TEAM FAMILY ELITE,repeated branded name,140,2
brazilianpressnewspaper,Brazilian Press Newspaper NJ/NY,Holidays Celebration; FRANZ; THE MYSTERIOUS GAZE OF THE FLAMINGO; THE VOICE OF HIND RAJAB; SANTA CLAUS IS COMING TO TOWN!,repeated branded name,140,4
moonshinesupperclub,MoonShine Modern Supper Club,GIRL DINNER THURSDAYS; SOCIAL WEDNESDAYS; BRUNCH SQUAD SUNDAYS; Sunday Brunch; Wine with Sprite or Wine with Cola,"day-of-week plural, repeated branded name",140,28
jamedia1213,J-A-Media,Collie Buddz; Reggae Rise Up Oregon 2025; Sol Splash; Layton Meacham opening for Lila Ike; Meet & Greet + Merch,repeated branded name,139,10
islandvibesnj,Island Vibes,ISLAND VIBES; WHINE DOWN THURSDAY; Island Vibes; The Winter Fashion Party Experience,repeated branded name,139,36
investfestival,Invest Fest,Invest Fest 2025; Invest Fest 2026; Invest Fest Year 6,repeated branded name,139,5
hangryhalalhaq,HangryHalalHaq,GRAND OPENING; Late-Night Sugar Fix,repeated branded name,138,21
doughboyjohnnys,DOUGHBOY JOHNNYS 😋♥️🍕,ALL NEW TUESDAYS; HAPPY HOUR; TACOS & CHILL TUESDAYS; PARTYOKE THURSDAYS; KARAOKE THURSDAYS,"day-of-week plural, repeated branded name",138,31
yn.kii,WILLY P VS MSU END OF SEMESTER PARTY DEC 4TH,WILLY P VS MSU END OF SEMESTER PARTY; WILLIAM PATERSON vs MSU END OF THE SEMESTER PARTY; END OF SEMESTER PARTY; KII'S NYE MANSION After Party,repeated branded name,138,4
njbeegroup,NJ Black Entrepreneur Exchange,Anniversary Holiday Soirée; NJBEE One Year Anniversary Celebration; Early Bird Ticket Deadline; NJBEE Holiday Soirée; Soirée,repeated branded name,137,4
anthonyjohns_,Anthony “Big Back” Johns,MK Holiday Collection Fashion Show; Interview; Main Event Fight; Title Win; Run Club,repeated branded name,137,13
_tazzallpro,TAZZALLPRO 🌐,REMIX FRIDAY; Ugly Sweater Party; $5 Fridays After Work; Remix Friday HANGOVER of 2026; EMIX,"day-of-week plural, repeated branded name",136,8
theparcnj,The Parc,HAPPY HOUR; DJ MADNESS; DJ LOLO; KARAOKE MONDAYS; New Year's Day Party,"day-of-week plural, repeated branded name",135,29
casadeflorabar,Casa De Flora Bar - Cafe & Event Space,Santa Session; Sip & Clip® the original Make Your Own Bouquet floral workshop; Holiday Selfie studio; Lattes and other drinks; Holiday Selfie Studios,repeated branded name,134,8
newarkartsed,,Newark Winter Village Food Trucks & Treats; Small Business Crawl; Newark Winter Village; Small Biz Crawl,repeated branded name,134,8
jenevesque,Jenevesque Media LLC.,Atelier: The Story of Brownmill Company Premiere; Atelier: The Story of Brownmill Company Film Premiere; Culture Shock Cast Announcement; My Brother's Chain of Command movie release; Culture Shock Filming Wrap,repeated branded name,134,6
gkmevents,GRANDKIDSMUSIC,Fundraiser Rave; R&B Hits and Nostalgia Night; Love is a Drag; Country Night; Line Dance Lessons,repeated branded name,133,13
lca.saunjae,Saunjae,R&B Nights; Lil Meech; Official J5 Founders Day,"recurrence keyword, repeated branded name",132,6
united_elite_photography,Earthy Toned Editing Style,Gabriella + Thomas Wedding; Gemma + Nicholas Wedding; Brittany + Glenn Wedding; Rochelle + Nicholas Wedding,repeated branded name,131,37
afroeast_,AFRO EAST,SWAHILI SUNDAYS; SWAHILI VILLAGE SUNDAYS; BRUNCH & SWAHILI SUNDAYS; THURSDAYS AT SWAHILI VILLAGE; Christmas Eve Party,"day-of-week plural, repeated branded name",131,28
stunnanj,WHERES WUNNA 🧑🏿‍🚀,Still Tippin'; Sweater Weather; Still Tippin’ Trap Karaoke Edition,repeated branded name,131,10
elitevenuegroup,ELITE VENUES,Holiday savings event; Gucci Mike’s Hungover Brunch Day Party; Elite Venue Space Rental; New Year's Day Special Venue Rental; Paint Puff Vibe,repeated branded name,131,10
dripavelli_atm,Dripavelli henddrixx 🦅💎,CRASH OUT SUNDAY; MARDI GRAS PARTY; HOUSE Of Night's; Ho’s be maddd; WHAT YOU SAYING,repeated branded name,130,11
funplexafterdark,Funplex After Dark,MARDI GRAS AFTER DARK; LOST IN PARADISE: AFTER DARK; FUNPLEX AFTER DARK SUMMER SERIES; CINCO DE MAYO: AFTER DARK; Winter Solstice After Dark,"recurrence keyword, repeated branded name",130,43
orangesmaplewood,NAACP: Oranges & Maplewood,"Read with NAACP: Celebrating Local Voices, Literacy, and Empowerment; 113th Thurgood Marshall Freedom Fund Jazz Luncheon; NAACP Oranges & Maplewood Branch Scholarship Program 2026; Read With NAACP!; ACT-SO Meeting",repeated branded name,130,26
rahsmooove,ṚÄḦ ṠṀÖÖṾЁ 🎒,PRIME SATURDAY - PISCES SEASON; STATE NIGHT @ PRIME SATURDAYS; SUPREME FRIDAYS; Fine Shyt & Bottles Black Friday Party; VISION A Curated New Year’s Eve Experience,"day-of-week plural, recurrence keyword, repeated branded name",130,12
seanpatrickmusic,𝑺𝑬𝑨𝑵 𝑷𝑨𝑻𝑹𝑰𝑪𝑲 𝑴𝑼𝑺𝑰𝑪,THE ALIBIS AT DOWNTOWN CONCERT SERIES; Holiday Party,"recurrence keyword, repeated branded name",129,12
theartwalk.love,"The Art Walk, Love","ART WALK LOVE: THE PRELUDE; ART&B; ART&B VOL. 4; THE ART WALK, LOVE: THE PRELUDE; The Art Walk, Love: The Prelude",repeated branded name,129,48
newarkpublicworks,Department of Public Works,Christmas Day Garbage and Recycling Collection Cancellation - Zone A; New Years Day Garbage and Recycling Collection Cancellation - Zone A; Garbage Pick-up Delay Zone A; Recycling Pick-up Delay Zone A; Garbage and Paper Recycling Collection (Zone A),repeated branded name,128,5
earlyburdz,EARLY BURDZ,INDUSTRY MIXER SERIES; ART DATE NIGHTS (NYC); ART DATE NIGHTS (DC); ART DATE NIGHTS (SF); ART DATE NIGHTS (CHICAGO),recurrence keyword,128,12
_iamcheriemc,Cherie | Business | AI | Marketing,Taco Tuesday,repeated branded name,128,1
dukeconcept,Duke Concept | Premier Live Entertainment Promoter USA,RHYTHM & RESET!!! NEW YEARS EVER PARTY EVER!!,repeated branded name,128,6
strictlygroovesonly,STRICTLY GROOVES ONLY 🥁,Intimate Halloween event; Elements Festival; Grooves Night; New Years Lockdown - 24 Hours Inside The Vault,repeated branded name,128,15
gphig_mac,GφG Montclair Alumni Chapter 🦅,Warm Hearts for a Cold Winter Blanket Drive; Warm Hearts for a Cold Winter Blanket Drive - Donations; Christmas PlayStation 5 Surprise for Ivy St. School Student; Toy Donation to Elementary School Students; Blanket Distribution to Homeless Men and Women,repeated branded name,128,9
973_lilgo,𝓵𝓮𝓯𝓽 𝕗𝕠𝕣 𝖉3𝖆𝖉.,White Christmas: Naught or Nice Party; End The Semester; FREAK-A-THON HOUSE PARTY PT. 2; Join Team Chyper Promotions X entertainment,repeated branded name,128,4
afrobeatnightsnyc,Afrobeat Nights NYC,BLACK EXCELLENCE CELEBRATION AT AFROBEAT NIGHTS; AFROBEAT NIGHTS: SENEGAL & TANZANIA; Afrobeat Nights NYC; Afrobeat Nights; Afrobeat Nights Thanksgiving Saturday,"recurrence keyword, repeated branded name",127,4
otsatlanta,On The Scene Atlanta,OTS BRAND LINE UP; OTS Brand Line Up; OTS 4 Year Anniversary; Early Bird Vendor Discount,repeated branded name,127,7
phillyhappening,Philly Happening,Holiday Events and Parades; Tree Lightings; Hanukkah Celebrations; Holiday Dining; Holiday Gift Ideas,repeated branded name,127,6
kmonaefierce,Digital Diva | NJ Blogger,Caffeine Hyaluronic Acid; Eve Cal Patch; Terez & Honor; Halsey Sessions; Newark Arts Festival,repeated branded name,127,8
tequilantacos,Tequila N Tacos Mexican Bar,KARAOKE WEDNESDAYS; Holiday Parties; All Day Lunch Menu $10 Specials; 50% OFF Margarita Flights & Fajitas; Late Night Happy Hour,"day-of-week plural, repeated branded name",127,19
kokomonyc,Kokomo NYC,GIRL DINNER EVERY THURSDAY; 10PM IN BROOKLYN; NYC Restaurant Week 2025; TEN:PM in BROOKLYN; Christmas dinner party,"recurrence keyword, repeated branded name",126,10
dj_chelli,𝐃𝐉 𝐂𝐇𝐄𝐋𝐋𝐈,Costume Party; Costume Contest; DJ Set,repeated branded name,124,1
afro_taco,CLIFF MILLS 973-803-3764,QUESADILLA SPECIAL; QUESADILLA WEDNESDAYS; TACO TUESDAY; LIVE BAND SATURDAYS; SNAPPER SATURDAYS,"day-of-week plural, repeated branded name",124,44
kingniajere,KING NIAJERE,King Niajere 30th King Day; Baby Shower,repeated branded name,124,1
sweettssoutherneatery,Sweet T's Southern Eatery,Holiday Catering Order Deadline; Dinner,repeated branded name,124,19
thejerseyboys973,The Wave Runners,BIGGEST END OF THE SEMESTER PARTY IN JERSEY; The Nasty November Pajama Party,repeated branded name,124,2
thareallsbtv,Advertising Expert 💫™️,FOREIGN SATURDAYS – THE ORIGIN; POP THAT THING SATURDAYS; Red & White affair x-MAS edition; Happy Hour; Happy hour,"day-of-week plural, repeated branded name",123,14
the.hello.effect,The.Hello.Effect,The Hello Effect Podcast Episode 42 with Shea Barz; New Music Wednesday; The Hello Effect Podcast Episode #41 with Born2Spit; New Episode 45: TouchMoney Cease; New Music Wednesdays Live,"day-of-week plural, repeated branded name",122,7
official_clubmarlos,CLUB MARLOS,LOBSTER WEDNESDAY; WEEKLY TUESDAY EVENT; FLASHBACK FRIDAYS; FIVE DOLLAR WEDNESDAYS; GROWN FOLKS COMEDY DAY SHOW,"day-of-week plural, recurrence keyword, repeated branded name",122,40
allaboutusfestival,All About Us Festival,All About Us Juneteenth Festival; All About Us Festival; Juneteenth Festival '25; All About Us Juneteenth Festival '25,repeated branded name,121,3
saintjameslibations,Saint James Libations,Scene & Heard; After Hours w. Auroriun; Reindeer Games; Unwine 101 w. Ken Petus & BIK.ID; Embroidery w. Shakira Jovanni,repeated branded name,120,1
earplanestudios,EEYO (EARPLANE STUDIOS ONLY PAGE),1 on 1 cook up session; Beat lease + 4/hr Recording Session; Exclusive ownership of beats; DJ/Producer/Engineer Event,repeated branded name,120,1
blackdanielwhite,blackdanielwhite,Classics of Tomorrow; Vino Vriday 2 Year Anniversary; Pareidolia event; Interview with Ashlleygill about Grab The Wheel project,repeated branded name,119,3
liveinthegardenjc,Jersey’s finest Live Jam Sessions,OPEN JAM SESSION; Live in the Garden; Christmas in the Garden Toy Drive; Open Jam; Zaya Special Live Performance,repeated branded name,119,27
jerseydoughboy,DJ DOUGHBOY,COME AND TALK TO ME R&B 2ND SATURDAYS; JUST GOT PAID FRIDAYS; HOUSE MUSIC WEDNESDAY; R&BINGO; FINISH THE LYRICS,"day-of-week plural, repeated branded name",119,47
delseadrive_in,Delsea Drive-In,20TH ANNIVERSARY of the reopening of the Delsea Drive-In Theatre!; 20TH ANNIVERSARY of the reopening of the Delsea Drive-In Theatre,repeated branded name,119,6
uniquely.coordinated,☆ Talent Agency,Day Party; Sagittarius Day Party; Sagittarius Birthday Day Party,repeated branded name,118,8
razas_hamiltonnj,RAZA’S AT HAMILTON,LIVE DJ FRIDAYS; LIVE DJ SATURDAYS; Live DJ Fridays; Live DJ Saturdays,day-of-week plural,118,14
rockvoicesmontclairnj,Rock Voices Montclair,Sip & Shop Holiday Pop-Up Market; Seasonal Singing,repeated branded name,118,2
tutelaps,John Paul Tutela MD,Lip Refresh Appointment; NeoGraft Consultation; Weight Loss Program; Breast Augmentation; Weight Loss,repeated branded name,117,10
mr_belt2ssa,Bank Boy Sillz,SHOT WEDNESDAYS; CRASHOUT SUNDAYS; I 💚 SATURDAYS; House of Blues; THE AFTERMATH,"day-of-week plural, repeated branded name",117,13
haveyoumetnewark,Have You Met Newark Tours,Coffee Tour; Coffee tour of the Lower Broadway neighborhood,repeated branded name,117,9
watsthewave,NJ's Littest Media 📺 Source,Iman Barnes Arrest; Court appearance for Iman Barnes; shoplifting at The Hangout; SORA Certification Training; Code Blue Extended,repeated branded name,116,15
bentwineco,,Bent Wine Polo Classic; Thanksgiving; Bent Wine Co. Available Now,repeated branded name,115,6
