INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR
OPENHEARTPOETRY__,OPEN HEART POETRY: DOORS OPEN,2026-02-27,7:00 PM,HIGHER GROUND INTERNATIONAL,PHILADELPHIA,,DOORS OPEN FOR OPEN HEART POETRY AT 7PM!,HTTPS://WWW.INSTAGRAM.COM/P/DUUELJFDHKP/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627052667_17988925007929717_5223780132346784950_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHKT1BU9LOQ3HR9HIBI6-C35EZYKU_L008TG4MVTN5YW3EXWAP_6YVHKP0KCNX9SWM&_NC_OHC=HYAEK1NQ9B4Q7KNVWELO-N6&_NC_GID=NBCEF9LQ16BXOVCRLYFFXG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSW24JPQYHAKUKZCDM6RJF0A74THXKPF1KYGHMNYR7SCA&OE=698AC983&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUUELJFDHKP/,HTTPS://WWW.INSTAGRAM.COM/OPENHEARTPOETRY__/,EVENT,𝐀 𝐔𝐧𝐢𝐪𝐮𝐞 𝐂𝐡𝐫𝐢𝐬𝐭𝐢𝐚𝐧 𝐎𝐩𝐞𝐧 𝐌𝐢𝐜 𝐄𝐧𝐜𝐨𝐮𝐧𝐭𝐞𝐫,DOORS OPEN 7PM - SHOW STARTS 8PM,,,0.8,3824702156016849551,True,False
PALLADIUMLATININSTITUTE,SALSA ON2 CLASSES,2026-02-04,,,JERSEY CITY,NORTH,JOIN OUR VIBRANT SALSA ON2 CLASSES AND IGNITE YOUR PASSION FOR DANCE!,HTTPS://WWW.INSTAGRAM.COM/P/DUWMLSWIRSH/,HTTPS://SCONTENT-MIA5-1.CDNINSTAGRAM.COM/V/T51.2885-15/626295568_17901076167367396_4050407209066506886_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA5-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QH6ULI5DKT5VDZ19LKTKDAYTU9MRH2HI1YLU-KB4YWZEX-NED4K6ETEZ0COV42LWR4&_NC_OHC=2IKB_SOFQU8Q7KNVWGRRMUS&_NC_GID=10CCTD67RHJFAZDFX1VS3G&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU5KKGZWSNNCF7JSPIWVOJGPJFTRJXCPXSQXW2T1J8FCG&OE=698ABA6C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWMLSWIRSH/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATININSTITUTE/,DANCE CLASS,PALLADIUM LATIN INSTITUTE,SALSA ON2 CLASSES,,,0.95,3825298485675629345,True,False
PACKMANDUPE,SHAKUR STEVENSON 4TH DIVISION TITLE WIN,2026-02-04,,NEW YORK,NEW YORK,,CELEBRATE SHAKUR STEVENSON'S VICTORY AND CUSTOM MERCH IN NEW YORK!,HTTPS://WWW.INSTAGRAM.COM/P/DUWAH3KDHKC/,HTTPS://SCONTENT-LAX3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627886364_18557458003057953_5889831352423646435_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-LAX3-1.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QG0MOYR84NHLRZJU6VPRDDENXQ5P8VIBJX_FSPXQ0DI8VIVFO1WO-M513PK9B4MDKC&_NC_OHC=NLPE5VSPVI0Q7KNVWGEBMCD&_NC_GID=TA8GIFF3QMJ2NG0HHMXQJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSVUM2XPCIEU9EXLSFO3OKR9MAZQOL84PTMIE78V5KPBA&OE=698AE5C9&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWAH3KDHKC/,HTTPS://WWW.INSTAGRAM.COM/PACKMANDUPE/,SPORTS,PACK MAN DUPE™️,CONGRATS TO @SHAKURSTEVENSON AND TEAM SHAKUR ON WINNING THEIR 4TH DIVISION TITLE THIS PAST WEEKEND. ALL WHILE SPORTING CUSTOM MERCH DESIGNED BY YOURS TRULY!,SHAKUR STEVENSON,,0.95,3825245474194856194,True,False
OPENHEARTPOETRY__,THE GRIP OF ADDICTION PART 1,2026-02-04,,,,,WITNESS THE POWERFUL MESSAGE OF 'THE GRIP OF ADDICTION PART 1' THROUGH ACTING AND POETRY!,HTTPS://WWW.INSTAGRAM.COM/P/DUWSJ2IDSFB/,HTTPS://SCONTENT-SJC6-1.CDNINSTAGRAM.COM/V/T51.2885-15/625865258_1567278924537139_6238266161501937181_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-SJC6-1.CDNINSTAGRAM.COM&_NC_CAT=107&_NC_OC=Q6CZ2QHSKS3C5OAM7KNSUL3XK1ZMGEG2KYCT5LA29KGFTLMYGYID1EYW2Z_7B3VZCK4TJH8&_NC_OHC=JM83MNMQX1QQ7KNVWE7VFTV&_NC_GID=MUAHP2AZOV52HQYURVCCFQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTNIX38JX1PF_RII5RLNVQQVK4ZD444M2G6GFX_X4FLWG&OE=698AD441&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWSJ2IDSFB/,HTTPS://WWW.INSTAGRAM.COM/OPENHEARTPOETRY__/,PERFORMANCE,𝐀 𝐔𝐧𝐢𝐪𝐮𝐞 𝐂𝐡𝐫𝐢𝐬𝐭𝐢𝐚𝐧 𝐎𝐩𝐞𝐧 𝐌𝐢𝐜 𝐄𝐧𝐜𝐨𝐮𝐧𝐭𝐞𝐫,A SKIT ABOUT ADDICTION PERFORMED BY @EMBRACEYAHWEHSPERSPECTIVE & @ANDRIA_ALLSMILES.,@EMBRACEYAHWEHSPERSPECTIVE & @ANDRIA_ALLSMILES,,0.95,3825440911279440219,True,False
NEWARKLIBRARY,AUTHOR TALK & CONVERSATION: UNLEASHING BLACK POWER,2026-02-05,6:00 PM,MAIN LIBRARY – 2ND FLOOR JBAAR,NEWARK,NORTH,JOIN NEWARK CITY HISTORIAN JUNIUS WILLIAMS AND AUTHOR PETER D. BLACKMER FOR A DISCUSSION ABOUT BLACK POWER.,HTTPS://WWW.INSTAGRAM.COM/P/DUJAWXAJLVW/,HTTPS://INSTAGRAM.FBGI3-1.FNA.FBCDN.NET/V/T51.2885-15/625008654_18375190078092792_8501987237098091462_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FBGI3-1.FNA.FBCDN.NET&_NC_CAT=100&_NC_OC=Q6CZ2QGC429MG0HYONRUEABMFBUBRT9QBAJPRBFHHMTWBVC5GERKNWUXWVZBPYSPELSUC4O&_NC_OHC=2D4BXVK9D4QQ7KNVWEL7RDG&_NC_GID=5DVXJJPVO2KT4Y_6J0N-YA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVWVQOHHWKT436IAVIRY3NZ-BNEK3RZB99_PI1NSDEL6W&OE=698AD131&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJAWXAJLVW/,HTTPS://WWW.INSTAGRAM.COM/NEWARKLIBRARY/,AUTHOR TALK,NEWARK PUBLIC LIBRARY,"JUNIUS WILLIAMS IN CONVERSATION WITH PETER D. BLACKMER, DISCUSSING HIS NEW BOOK UNLEASHING BLACK POWER: GRASSROOTS ORGANIZING IN HARLEM AND THE ADVENT OF THE LONG, HOT SUMMERS. COPIES OF THE BOOK WILL BE AVAILABLE FOR PURCHASE AND SIGNING.","PETER D. BLACKMER, JUNIUS WILLIAMS",,0.95,3821589082476950870,True,False
PALLADIUMLATINKIDS,MUSIC STIMULATION,2026-02-04,10:00 AM,"54 COLES ST, JERSEY CITY",JERSEY CITY,NORTH,ENHANCE YOUR BABY'S DEVELOPMENT WITH ENGAGING MUSIC STIMULATION SESSIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/628238544_911163448137076_8491164095802546145_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QFXYEADHE6QDB2RLTOCVM6BZ8US_MULVBCLXZ-9PROU_NEKWEHE66JLMKAWGN4JHOK&_NC_OHC=TUBLXXX-7YCQ7KNVWF8SS4D&_NC_GID=XP9KO16LFFG92T4RRXDCTW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU6Q3IFV0WSDZBGT_9ZSGL-SCP3WOJ9L_0B9PLNT2FKBQ&OE=698AC31D&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATINKIDS/,CLASS,,MUSIC STIMULATION FOR BABIES (CAREGIVER & ME),,$30,0.95,3825444396519218800,True,True
PALLADIUMLATINKIDS,MUSIC STIMULATION,2026-02-04,11:00 AM,"54 COLES ST, JERSEY CITY",JERSEY CITY,NORTH,ENHANCE YOUR BABY'S DEVELOPMENT WITH ENGAGING MUSIC STIMULATION SESSIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/628238544_911163448137076_8491164095802546145_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QFXYEADHE6QDB2RLTOCVM6BZ8US_MULVBCLXZ-9PROU_NEKWEHE66JLMKAWGN4JHOK&_NC_OHC=TUBLXXX-7YCQ7KNVWF8SS4D&_NC_GID=XP9KO16LFFG92T4RRXDCTW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU6Q3IFV0WSDZBGT_9ZSGL-SCP3WOJ9L_0B9PLNT2FKBQ&OE=698AC31D&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATINKIDS/,CLASS,,MUSIC STIMULATION FOR BABIES (CAREGIVER & ME),,$30,0.95,3825444396519218800,True,True
PALLADIUMLATINKIDS,MUSIC STIMULATION,2026-02-03,10:00 AM,"54 COLES ST, JERSEY CITY",JERSEY CITY,NORTH,ENHANCE YOUR BABY'S DEVELOPMENT WITH ENGAGING MUSIC STIMULATION SESSIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/628238544_911163448137076_8491164095802546145_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QFXYEADHE6QDB2RLTOCVM6BZ8US_MULVBCLXZ-9PROU_NEKWEHE66JLMKAWGN4JHOK&_NC_OHC=TUBLXXX-7YCQ7KNVWF8SS4D&_NC_GID=XP9KO16LFFG92T4RRXDCTW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU6Q3IFV0WSDZBGT_9ZSGL-SCP3WOJ9L_0B9PLNT2FKBQ&OE=698AC31D&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATINKIDS/,CLASS,,MUSIC STIMULATION FOR BABIES (CAREGIVER & ME),,$30,0.95,3825444396519218800,True,True
PALLADIUMLATINKIDS,MUSIC STIMULATION,2026-02-03,11:00 AM,"54 COLES ST, JERSEY CITY",JERSEY CITY,NORTH,ENHANCE YOUR BABY'S DEVELOPMENT WITH ENGAGING MUSIC STIMULATION SESSIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/628238544_911163448137076_8491164095802546145_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QFXYEADHE6QDB2RLTOCVM6BZ8US_MULVBCLXZ-9PROU_NEKWEHE66JLMKAWGN4JHOK&_NC_OHC=TUBLXXX-7YCQ7KNVWF8SS4D&_NC_GID=XP9KO16LFFG92T4RRXDCTW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU6Q3IFV0WSDZBGT_9ZSGL-SCP3WOJ9L_0B9PLNT2FKBQ&OE=698AC31D&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWTWKAIV5W/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATINKIDS/,CLASS,,MUSIC STIMULATION FOR BABIES (CAREGIVER & ME),,$30,0.95,3825444396519218800,True,True
PACKMANDUPE,STYLING FOR FEATURE FILM,2026-01-29,,,,,SEE THE STYLING WORK OF PMD FOR THE NEW FEATURE FILM *93 'TIL*!,HTTPS://WWW.INSTAGRAM.COM/P/DUGI-XLJKTE/,HTTPS://SCONTENT-LGA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/624406655_18555547126057953_1769900897011519622_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-LGA3-2.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QEJ-VGZNRRHRE1THYEV-C3Q9PMZOCJAKVB2BBDWRFZ_R_PQLQN9UBZN2M8KN2XQJTG&_NC_OHC=B06NQYYY5BIQ7KNVWG7WB8G&_NC_GID=3L4FAY2E4863KGWMFN6GTW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT2MIMTC4MXCDT7GOM8BZWQYIKKIN9YZI-W8STWS8HI2Q&OE=698AE841&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUGI-XLJKTE/,HTTPS://WWW.INSTAGRAM.COM/PACKMANDUPE/,FILM PREMIERE,PACK MAN DUPE™️,STYLING FOR @KRISDLOFTON FOR THE NEW FEATURE FILM *93 'TIL*,,,0.95,3820895153385524036,True,False
MONTCLAIRJAZZFEST,MONTCLAIR JAZZ FESTIVAL DOWNTOWN JAMBOREE,2025-08-01,,,MONTCLAIR,NORTH,RELIVE THE MAGIC OF THE MONTCLAIR JAZZ FESTIVAL'S DOWNTOWN JAMBOREE!,HTTPS://WWW.INSTAGRAM.COM/P/DQMRYUFKRN0/,HTTPS://SCONTENT-ATL3-3.CDNINSTAGRAM.COM/V/T51.2885-15/572786793_1838767886735564_198437802097394830_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ATL3-3.CDNINSTAGRAM.COM&_NC_CAT=108&_NC_OC=Q6CZ2QHUHJEJPC9FGGVQRL2ZAQIIQFRKANEQMQ2AYCTCBAL8QZY-WXM-ZCT2-JIFC8HFY7KX0_Z1UNWTJ4BFR65CVJAZ&_NC_OHC=W8GLEBG_X_EQ7KNVWH_J4RW&_NC_GID=GYXYA1GZILQA6K77UHK0KW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSGS6ZUOO10KRAGRBBR1VIODOKFBYTKS1Q1W2K2XFYUMW&OE=698ACC04&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DQMRYUFKRN0/,HTTPS://WWW.INSTAGRAM.COM/MONTCLAIRJAZZFEST/,FESTIVAL,MONTCLAIR JAZZ FESTIVAL,"THE 2025 MONTCLAIR JAZZ FESTIVAL DOWNTOWN JAMBOREE IS ONE FOR THE BOOKS, WITH POWERFUL PERFORMANCES ON THE MCBRIDE’S WORLD AT SEA MAIN STAGE.",,,0.95,3757881753840196084,True,False
JOWODAAA,PATTERNS OF LOVE,2026-02-20,9:00 PM,AURA.HIFI,,,"EXPERIENCE THE VIBRANT SOUNDS OF AFROBEAT, AMAPIANO, HOUSE, AND HIP-HOP AT PATTERNS OF LOVE!",HTTPS://WWW.INSTAGRAM.COM/P/DUQ2DTUDTAM/,HTTPS://SCONTENT-ATL3-1.CDNINSTAGRAM.COM/V/T51.2885-15/625735722_1160920609262091_3778872518925076121_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ATL3-1.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QHRMH9-T7E4UHUULWQB7LCMFI4KMDSIZYQD3JGOPI5VXNPM9N3LUGBGTRVC_ZIEEVM&_NC_OHC=WNDVSZYN8NYQ7KNVWHIEEAG&_NC_GID=UYLSW6J4HEPC800WELZPNQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUQWWL41INLRQSEKODTJ8ZBVOECEUKG-_28GXGEJ2BUSW&OE=698AEEFC&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUQ2DTUDTAM/,HTTPS://WWW.INSTAGRAM.COM/JOWODAAA/,MUSIC EVENT,MAAME ADWOA,"AFROBEATS, AMAPIANO, HOUSE, HIPHOP","DJ PRINCE, DJ DJOGA, ME OYOSKI, KNACKADAMOS",,0.95,3823795591751587468,True,True
NEWARKMUSEUMART,"AMINAH ROBINSON: JOURNEYS HOME, A VISUAL MEMOIR CLOSING",2026-03-01,,THE NEWARK MUSEUM OF ART,NEWARK,NORTH,"DON'T MISS THE CLOSING OF AMINAH ROBINSON'S 'JOURNEYS HOME, A VISUAL MEMOIR' ON MARCH 1ST!",HTTPS://WWW.INSTAGRAM.COM/P/DURYWRQJTFQ/,HTTPS://INSTAGRAM.FMLI2-1.FNA.FBCDN.NET/V/T51.2885-15/625980171_18550565689038063_2328426464922539973_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FMLI2-1.FNA.FBCDN.NET&_NC_CAT=103&_NC_OC=Q6CZ2QEOJ_PSHFBDTTSZ8GRDJYF9CZSHBQXMWRG2MID8ZHRAFRJZ2HLHWOPTVSJUX7F2SOB15KWXKX-KWKZFUDJ4HQHF&_NC_OHC=FSEG9MVZLCEQ7KNVWEFHKQX&_NC_GID=66DUEESTAAKYCXWAGU9JFW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUOZYB4WIGGWRZYO8YVPUKQDGDKO8QFZH8H6LLOQEVPQ&OE=698ACDD7&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURYWRQJTFQ/,HTTPS://WWW.INSTAGRAM.COM/NEWARKMUSEUMART/,EXHIBITION CLOSING,THE NEWARK MUSEUM OF ART,"CLOSING DATE FOR AMINAH ROBINSON: JOURNEYS HOME, A VISUAL MEMOIR.",AMINAH ROBINSON,,0.95,3823946429233027050,True,True
KENNYG3674,SINNERS OSCAR NOMINATIONS,2026-01-22,,,,,CELEBRATE 'SINNERS' MAKING HISTORY WITH A RECORD-BREAKING 16 OSCAR NOMINATIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DT0NR2YJKES/,HTTPS://SCONTENT-LAX7-1.CDNINSTAGRAM.COM/V/T51.2885-15/619903300_1239974724662437_6532083526720231059_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LAX7-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QGXKXOW_UX9SQPQJETQ8VXSP7CBHEXD12SBFKPW-IB-HABEZ0HG-IDJH_62HLD3XSG&_NC_OHC=UHTRDGANDUIQ7KNVWGOSN0I&_NC_GID=YTZH7NYQ8BNDBVRV29SJAG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT2PJ_NKNYZQG9HT8LBE8LL9LGJPRWHVGEX99CUUUOWIQ&OE=698AD8EF&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DT0NR2YJKES/,HTTPS://WWW.INSTAGRAM.COM/KENNYG3674/,FILM ACHIEVEMENT,KENNETH GIFFORD,'SINNERS' LANDS AN ALL-TIME RECORD OF 16 OSCAR NOMINATIONS.,,,0.95,3815847535164934060,True,False
MONTCLAIRJAZZFEST,GRAMMY AWARD WIN - “WINDOWS - LIVE”,2026-02-02,,,,,"CELEBRATE CHRISTIAN MCBRIDE'S GRAMMY WIN FOR ""WINDOWS - LIVE"" WITH CHICK COREA AND BRIAN BLADE!",HTTPS://WWW.INSTAGRAM.COM/P/DUPFNXXDGP_/,HTTPS://INSTAGRAM.FRKH1-1.FNA.FBCDN.NET/V/T39.30808-6/626699298_1761356371684731_2443731007954241304_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FRKH1-1.FNA.FBCDN.NET&_NC_CAT=103&_NC_OC=Q6CZ2QESOS6T0CKD_KRPHHU7V0VSY2EKT9UMY6LTW7SNZ5FIHU535IZHXOU9PB0LLWOMNOI&_NC_OHC=OTM3VOZSIYQQ7KNVWFYGXW7&_NC_GID=2IAL2XJH-NGTWTIYDKXQMW&EDM=APS17CUAAAAA&CCB=7-5&OH=00_AFVTG2KWB2Q6H2SR60GZVPWJLMNDGHNKV7TLK8KBKJ0ONA&OE=698AEF2C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUPFNXXDGP_/,HTTPS://WWW.INSTAGRAM.COM/MONTCLAIRJAZZFEST/,AWARD CEREMONY,MONTCLAIR JAZZ FESTIVAL,"CONGRATULATIONS TO CHRISTIAN MCBRIDE, ARTISTIC DIRECTOR OF JAZZ HOUSE KIDS, FOR WINNING A GRAMMY AWARD FOR “WINDOWS - LIVE” WITH CHICK COREA AND BRIAN BLADE.","CHICK COREA, CHRISTIAN MCBRIDE, BRIAN BLADE",,0.95,3823299332389233663,True,False
MONTCLAIRJAZZFEST,"GRAMMY AWARD WIN - “WITHOUT FURTHER ADO, VOL 1”",2026-02-02,,,,,"DON'T MISS A BEAT! CHRISTIAN MCBRIDE'S GRAMMY WIN FOR ""WITHOUT FURTHER ADO, VOL 1"" IS A MUST-KNOW!",HTTPS://WWW.INSTAGRAM.COM/P/DUPFNXXDGP_/,HTTPS://INSTAGRAM.FRKH1-1.FNA.FBCDN.NET/V/T39.30808-6/626699298_1761356371684731_2443731007954241304_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FRKH1-1.FNA.FBCDN.NET&_NC_CAT=103&_NC_OC=Q6CZ2QESOS6T0CKD_KRPHHU7V0VSY2EKT9UMY6LTW7SNZ5FIHU535IZHXOU9PB0LLWOMNOI&_NC_OHC=OTM3VOZSIYQQ7KNVWFYGXW7&_NC_GID=2IAL2XJH-NGTWTIYDKXQMW&EDM=APS17CUAAAAA&CCB=7-5&OH=00_AFVTG2KWB2Q6H2SR60GZVPWJLMNDGHNKV7TLK8KBKJ0ONA&OE=698AEF2C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUPFNXXDGP_/,HTTPS://WWW.INSTAGRAM.COM/MONTCLAIRJAZZFEST/,AWARD CEREMONY,MONTCLAIR JAZZ FESTIVAL,"CONGRATULATIONS TO CHRISTIAN MCBRIDE, ARTISTIC DIRECTOR OF JAZZ HOUSE KIDS, FOR WINNING A GRAMMY AWARD FOR “WITHOUT FURTHER ADO, VOL 1” WITH CHRISTIAN MCBRIDE BIG BAND.",CHRISTIAN MCBRIDE BIG BAND,,0.95,3823299332389233663,True,False
THEQUIETSTORM__,"THE FALL CAMPAIGN, 2025",2025-11-10,,,,,"EXPERIENCE THE UNVEILING OF THE NEW YORK 90S-INSPIRED FALL FASHION IN THE FALL CAMPAIGN, 2025.",HTTPS://WWW.INSTAGRAM.COM/P/DQ43RWGJ6U8/,HTTPS://INSTAGRAM.FLAS1-1.FNA.FBCDN.NET/V/T51.2885-15/581052147_18545410672007351_6666380285106737008_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FLAS1-1.FNA.FBCDN.NET&_NC_CAT=111&_NC_OC=Q6CZ2QFSA2KPZFJ3FDH36FPNUSM8PRDQQJIC51UFUNGRF75VGCOHEXGEMOUP-3YP32LGCDE&_NC_OHC=JGTDXYWLUEMQ7KNVWGHEDS0&_NC_GID=T9X-KC7ULTM8YIF3KBO3NQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT0J5FFFUPWPFVBV9AKDCLUU4NTZWJNCF9MLUNB5G5HCQ&OE=698ADA37&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DQ43RWGJ6U8/,HTTPS://WWW.INSTAGRAM.COM/THEQUIETSTORM__/,FASHION CAMPAIGN,STORM CUFF ☔️,"ANNUAL CAMPAIGN SERIES REVISITING FASHION FROM PAST DECADES, HIGHLIGHTING PARED-DOWN SILHOUETTES, MONOCHROME PALETTES, AND CINEMATIC RESTRAINT.",,,0.95,3763000601106949436,True,False
PALLADIUMLATININSTITUTE,ZUMBA,2026-02-03,10:00 AM,54 COLES ST,JERSEY CITY,NORTH,JOIN OUR WOMEN’S MORNING PROGRAM FOR ZUMBA!,HTTPS://WWW.INSTAGRAM.COM/P/DUPAY7IIEAE/,HTTPS://SCONTENT-ORD5-3.CDNINSTAGRAM.COM/V/T51.2885-15/625017035_3895010454134085_2230572335227708714_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ORD5-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QHT5_TPSWDRQR1SFETSXQQX2NZMA6GNBDZHS4YP1RWNSHYVE8MMB2NJ4LT1ICXTG9O&_NC_OHC=GR3HTRI-OBOQ7KNVWFJNDQS&_NC_GID=DV_73LHXPA64AA-QIFNIGG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVN-H1FXMDMUZPZX4E-LDECLBWN5K7J0IHABMKJJWM3CW&OE=698AE0DB&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUPAY7IIEAE/,HTTPS://WWW.INSTAGRAM.COM/PALLADIUMLATININSTITUTE/,FITNESS,PALLADIUM LATIN INSTITUTE,"ZUMBA CLASS, ALL AGES ARE WELCOME.",,$20,0.95,3823276321422303236,True,True
