event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Laugh The Pain Away,2026-03-19,8:00 PM,C Roses Event Center,Baltimore,,"Laugh the pain away with comedy, poetry, and healing vibes!",Comedy Show,"A night of comedy, poetry vibes & real healing energy! Featuring comedians Ken Jones, Will Wright & HeyTyce. Doors open 7PM, Show starts 8PM.","['Ken Jones', 'Will Wright', 'HeyTyce']",,0.9,flytmiles_rgm,https://www.instagram.com/p/DVMHkeHDu3G/,https://instagram.fpmr1-1.fna.fbcdn.net/v/t51.82787-15/637772410_18566562613030153_959998553791929675_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fpmr1-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QEfamIbJlI5NdTFsfzieOf7xfHZ-fnXnLzwRp4reiTkzBdYjPRp42USWZHlUUMPoAA&_nc_ohc=h8FDBRIyiWUQ7kNvwG7wkEm&_nc_gid=lmNodet_aVJoUYZCHpearw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftzm1l1CwA3QrORcfupWSqokw4RBKbYKaQL_djhZK_2nQ&oe=69A56E72&_nc_sid=10d13b,https://www.instagram.com/p/DVMHkeHDu3G/,https://www.instagram.com/flytmiles_rgm/,Tyree Miles,3840477874797604294,True,False
Newark Makers & Manufacturers Mixer (November),2025-11-XX,,Newark Makerhoods at the Krueger Scott Mansion,Newark,North,Connect with Newark's makers and manufacturers!,mixer,"A mixer for local makers and manufacturers to tour operations, explore resources, and connect with experts on funding, growth, and support.",,,0.8,investnewark,https://www.instagram.com/p/DVGrmsSElff/,https://scontent-mia5-2.cdninstagram.com/v/t51.82787-15/638296453_18571443157025748_8202542112049148557_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGwbfMX6jMbyVuhhFiFAMk30FOhODrK2oVMvc39ONdJhrfWL4Ol2YbnmLYiYTAa2n0B_k9iiL3naT9scrzBnu9d&_nc_ohc=N7T3kYJmT_MQ7kNvwGMaXRl&_nc_gid=15UaVJoSyphBfw25ALGPKA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsE-5L9Ij5KcffJ8UeK1WPqeqIlF5kFQ4ALZy7zBoeaeg&oe=69A57C65&_nc_sid=10d13b,https://www.instagram.com/p/DVGrmsSElff/,https://www.instagram.com/investnewark/,Invest Newark,3838947507267852255,False,False
Newark Makers & Manufacturers Mixer (This Month),2026-02-XX,,Gambert Shirts,Newark,North,Connect with Newark's makers and manufacturers!,mixer,"A mixer for local makers and manufacturers to tour operations, explore resources, and connect with experts on funding, growth, and support.",,,0.8,investnewark,https://www.instagram.com/p/DVGrmsSElff/,https://scontent-mia5-2.cdninstagram.com/v/t51.82787-15/638296453_18571443157025748_8202542112049148557_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGwbfMX6jMbyVuhhFiFAMk30FOhODrK2oVMvc39ONdJhrfWL4Ol2YbnmLYiYTAa2n0B_k9iiL3naT9scrzBnu9d&_nc_ohc=N7T3kYJmT_MQ7kNvwGMaXRl&_nc_gid=15UaVJoSyphBfw25ALGPKA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsE-5L9Ij5KcffJ8UeK1WPqeqIlF5kFQ4ALZy7zBoeaeg&oe=69A57C65&_nc_sid=10d13b,https://www.instagram.com/p/DVGrmsSElff/,https://www.instagram.com/investnewark/,Invest Newark,3838947507267852255,False,False
Lunch at Diesel and Duke,2026-02-24,12:00 PM,Diesel and Duke,Jersey City,North,Get your lunch hot off the grill at Diesel and Duke today!,Restaurant Opening,Diesel and Duke is open at NOON - get your lunch hot off the grill and perfectly stacked.,,,0.9,hdsid_jc,https://www.instagram.com/p/DVJfUN_gcwj/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/641476524_18566313886018942_1414346578783587596_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH4U9KVHlMzo8EPEapaCaA-SQ_IM75-D-EAQ7j_zWExKOZpyEses7QjKrUxNzh2bDk&_nc_ohc=iLfNBgr-244Q7kNvwHqHqsq&_nc_gid=kuugEEPokbHP9cU_ZmEdZw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsG5ui3DcYnjm1-c-T4wfHvhtyTnNiG4RHPv0pGQQPwEg&oe=69A57259&_nc_sid=10d13b,https://www.instagram.com/p/DVJfUN_gcwj/,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,3839737886165552163,True,False
RNB Event,2026-02-26,,,New Jersey,North,Groove into the weekend with R&B and good vibes this Thursday!,Music,"Another Thursday, another movie 🎬 R&B + real vibes only 🖤🎶 Don’t keep watching from the sidelines… pull up this week.",,,0.8,noahenvivo,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/641771104_18082154822212309_5188188493110478761_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFTjuqeh2nb4j63y9BX4oo0wu9AmGLJaYMuj8t7hpj_MK-ENqiumMToXZPM60zmGSk&_nc_ohc=AyTAFdX375kQ7kNvwG043ee&_nc_gid=4AwNH_U1pRo58VUiMaAdog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfshGkiYQaF2i4kmbwtkxpWo71Ir7qvHZqZA5KoTKkR8mw&oe=69A57C17&_nc_sid=10d13b,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://www.instagram.com/noahenvivo/,Noah en Vivo,3839866748011440887,True,True
RNB Event,2026-03-05,,,New Jersey,North,Groove into the weekend with R&B and good vibes this Thursday!,Music,"Another Thursday, another movie 🎬 R&B + real vibes only 🖤🎶 Don’t keep watching from the sidelines… pull up this week.",,,0.8,noahenvivo,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/641771104_18082154822212309_5188188493110478761_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFTjuqeh2nb4j63y9BX4oo0wu9AmGLJaYMuj8t7hpj_MK-ENqiumMToXZPM60zmGSk&_nc_ohc=AyTAFdX375kQ7kNvwG043ee&_nc_gid=4AwNH_U1pRo58VUiMaAdog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfshGkiYQaF2i4kmbwtkxpWo71Ir7qvHZqZA5KoTKkR8mw&oe=69A57C17&_nc_sid=10d13b,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://www.instagram.com/noahenvivo/,Noah en Vivo,3839866748011440887,True,True
RNB Event,2026-03-12,,,New Jersey,North,Groove into the weekend with R&B and good vibes this Thursday!,Music,"Another Thursday, another movie 🎬 R&B + real vibes only 🖤🎶 Don’t keep watching from the sidelines… pull up this week.",,,0.8,noahenvivo,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/641771104_18082154822212309_5188188493110478761_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFTjuqeh2nb4j63y9BX4oo0wu9AmGLJaYMuj8t7hpj_MK-ENqiumMToXZPM60zmGSk&_nc_ohc=AyTAFdX375kQ7kNvwG043ee&_nc_gid=4AwNH_U1pRo58VUiMaAdog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfshGkiYQaF2i4kmbwtkxpWo71Ir7qvHZqZA5KoTKkR8mw&oe=69A57C17&_nc_sid=10d13b,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://www.instagram.com/noahenvivo/,Noah en Vivo,3839866748011440887,True,True
RNB Event,2026-03-19,,,New Jersey,North,Groove into the weekend with R&B and good vibes this Thursday!,Music,"Another Thursday, another movie 🎬 R&B + real vibes only 🖤🎶 Don’t keep watching from the sidelines… pull up this week.",,,0.8,noahenvivo,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/641771104_18082154822212309_5188188493110478761_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFTjuqeh2nb4j63y9BX4oo0wu9AmGLJaYMuj8t7hpj_MK-ENqiumMToXZPM60zmGSk&_nc_ohc=AyTAFdX375kQ7kNvwG043ee&_nc_gid=4AwNH_U1pRo58VUiMaAdog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfshGkiYQaF2i4kmbwtkxpWo71Ir7qvHZqZA5KoTKkR8mw&oe=69A57C17&_nc_sid=10d13b,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://www.instagram.com/noahenvivo/,Noah en Vivo,3839866748011440887,True,True
RNB Event,2026-03-26,,,New Jersey,North,Groove into the weekend with R&B and good vibes this Thursday!,Music,"Another Thursday, another movie 🎬 R&B + real vibes only 🖤🎶 Don’t keep watching from the sidelines… pull up this week.",,,0.8,noahenvivo,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/641771104_18082154822212309_5188188493110478761_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFTjuqeh2nb4j63y9BX4oo0wu9AmGLJaYMuj8t7hpj_MK-ENqiumMToXZPM60zmGSk&_nc_ohc=AyTAFdX375kQ7kNvwG043ee&_nc_gid=4AwNH_U1pRo58VUiMaAdog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfshGkiYQaF2i4kmbwtkxpWo71Ir7qvHZqZA5KoTKkR8mw&oe=69A57C17&_nc_sid=10d13b,https://www.instagram.com/p/DVJ8nZ8Dmr3/,https://www.instagram.com/noahenvivo/,Noah en Vivo,3839866748011440887,True,True
Women in Business Wednesdays: Give Her HER Flowers,2026-02-25,,,,Central,Boost women in business by shouting out their services this Wednesday!,networking,"Introduce yourself and then tag a woman or a few women in business who deserves her flowers by shouting out her services too. Show some love to your sisters, besties, colleagues in business! Let's follow, repost, like, or share something from their page to show some love. It's FREE! You never know who may need you or their services. When women get together....we can build and bloom together!",,Free,0.9,forthegirlswhovibe,https://www.instagram.com/p/DVMMZBpjtIh/,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/641756736_17899249173389442_1090445457393580919_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHVpakOZUJrdyWTHqoFRPJMBhvuz1T634HfmW0NIvQ7YOW6MsLAIeZCZzOZJHXe4lw&_nc_ohc=6cS-0trM_hUQ7kNvwE9iB3G&_nc_gid=9ED-65Hm3VopAT9mYe57Nw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsJPCFF9KPCBU7vl0FxsE0z8AEDvStqfUPVx92lsBB1fg&oe=69A5850C&_nc_sid=10d13b,https://www.instagram.com/p/DVMMZBpjtIh/,https://www.instagram.com/forthegirlswhovibe/,"More Than a Vibe, It’s a Movement | Central & South Jersey",3840499078556209697,True,False
Home Sale Closed,2026-02-19,,,East Orange,North,Celebrate a successful home closing in East Orange!,Real Estate Transaction,"Sha-Asia Jerez, a New Jersey Realtor, announced the closing of a 2-family home in East Orange, NJ. The sale involved the home of her neighbor's mother, and the caption expresses gratitude for the trust placed in her services.",,,1,justasia,https://www.instagram.com/p/DU8YVOxjtQL/,https://scontent-lax7-1.cdninstagram.com/v/t51.82787-15/634825285_18576406909063067_6012780425414547878_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lax7-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEBhQuoSzrIZvUt-eSK6loBJOYygHpV07Wc9-KutFj4xMjJjrr9Wz1CyKZGHGFyw8U&_nc_ohc=MFNUv7pPl48Q7kNvwH-6gyF&_nc_gid=mHmqtAoISDLyx2hgGP48nA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvfV5Ly-HuUNXFi44BHuUOgchKVIUgjFlTeN7XCsqdoWg&oe=69A584DC&_nc_sid=10d13b,https://www.instagram.com/p/DU8YVOxjtQL/,https://www.instagram.com/justasia/,Sha-Asia Jerez New Jersey Realtor 🇭🇹🇨🇺🇹🇹,3836047994701927435,True,False
RALPH PUCCI Jazz Set,2026-02-26,,Ralph Pucci International,New York,,Experience the captivating sounds of Christian McBride and Samara Joy at the Ralph Pucci Jazz Set!,Jazz Performance,"Christian McBride, Samara Joy, and JAZZ HOUSE BIG BAND directed by Nathan Eklund captivating the audience with a stunning performance. Their voices soar, filling the room with warmth, harmony, and pure brilliance at the RALPH PUCCI Jazz Set!","Christian McBride, Samara Joy, JAZZ HOUSE BIG BAND, Nathan Eklund",,0.9,jazz_house_kids,https://www.instagram.com/p/DVM-1YCke_J/,https://instagram.ffjr1-6.fna.fbcdn.net/v/t51.71878-15/642590918_4327678290847564_5696422432010985554_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.ffjr1-6.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFWeZtBMKXSPX5ZWnQfIGxiGS2WtOxaREVcrzBfo9TtwkkrAJ56dRyKISRqCcSEA14&_nc_ohc=YLbj75ArQuQQ7kNvwHsUiSn&_nc_gid=0oz8vHJoTfj4I4jnb7LF6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuP7jYY75P5__z3Tclg3AXsXaE0ZT0ax8QtObOzf0qy-A&oe=69A56593&_nc_sid=10d13b,https://www.instagram.com/p/DVM-1YCke_J/,https://www.instagram.com/jazz_house_kids/,JAZZ HOUSE KiDS,3840720929069068233,True,False
Echoes of Absurdity,2026-03-20,7:30 PM,Arthouse Productions,,North,Catch Chelsea Enjer Hecht's incredible performance at Arthouse Productions!,Performance,"A performance featuring Chelsea Enjer Hecht as part of 'Echoes of Absurdity'. Chelsea has been dancing with Amber Sloan since 2021, performing in repertory and originating several new roles. Her dancing is effortless and grounded, and she brings a calm steadiness to the work.",Chelsea Enjer Hecht,,0.9,ambersloan.nyc,https://www.instagram.com/p/DVGtRN0jVz5/,https://scontent-lax3-2.cdninstagram.com/v/t51.82787-15/640880975_18527163583070527_4794161969979656105_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHQh-nzYrYFIP_3sxCFTkPJtLdM66Y1YNGlws_76R5RlO6ywDrSUXLlRn7CVRbppwM&_nc_ohc=porL7oklu7AQ7kNvwEyVonR&_nc_gid=0vuvqkpFOYRUfdksnvZRRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsRDkDUZbb9rkYjiB8XSjIU6aejGLKv_vNaF5c9m2-TCA&oe=69A5636C&_nc_sid=10d13b,https://www.instagram.com/p/DVGtRN0jVz5/,https://www.instagram.com/ambersloan.nyc/,Amber Sloan,3838954827544354041,False,False
Blizzard + Chill 2026,2026-04-01,,,Passaic,North,"Get ready for Blizzard + Chill 2026, coming to Passaic, Houston, Brooklyn, and Washington, DC this spring!",event series,"Blizzard + Chill 2026 returns to Passaic, Houston, Brooklyn, and Washington, DC this spring. Click the link in our bio to RSVP or secure your tickets.",,,0.7,idontdoclubs,https://www.instagram.com/p/DVE3bHlFFSG/,https://instagram.flas1-2.fna.fbcdn.net/v/t51.82787-15/640418002_18570915589048339_6128621449830427188_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGEuaNb8Syf3rWVhlmnmFB9sw3WsR34MirpgilPbB4e3X-hW_FB5fwQI35IPiK-GiI&_nc_ohc=fIkehcegdpMQ7kNvwHcEUsZ&_nc_gid=OtW5ig_THI2C-i9vkvkTvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8jIjLW-GByB_Y1_56-LJj-NW-XHNkW01nFGjH07XFgQ&oe=69A5805C&_nc_sid=10d13b,https://www.instagram.com/p/DVE3bHlFFSG/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838436538548769926,True,True
Blizzard + Chill 2026,2026-04-01,,,Houston,,"Get ready for Blizzard + Chill 2026, coming to Passaic, Houston, Brooklyn, and Washington, DC this spring!",event series,"Blizzard + Chill 2026 returns to Passaic, Houston, Brooklyn, and Washington, DC this spring. Click the link in our bio to RSVP or secure your tickets.",,,0.7,idontdoclubs,https://www.instagram.com/p/DVE3bHlFFSG/,https://instagram.flas1-2.fna.fbcdn.net/v/t51.82787-15/640418002_18570915589048339_6128621449830427188_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGEuaNb8Syf3rWVhlmnmFB9sw3WsR34MirpgilPbB4e3X-hW_FB5fwQI35IPiK-GiI&_nc_ohc=fIkehcegdpMQ7kNvwHcEUsZ&_nc_gid=OtW5ig_THI2C-i9vkvkTvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8jIjLW-GByB_Y1_56-LJj-NW-XHNkW01nFGjH07XFgQ&oe=69A5805C&_nc_sid=10d13b,https://www.instagram.com/p/DVE3bHlFFSG/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838436538548769926,True,True
Blizzard + Chill 2026,2026-04-01,,,Brooklyn,,"Get ready for Blizzard + Chill 2026, coming to Passaic, Houston, Brooklyn, and Washington, DC this spring!",event series,"Blizzard + Chill 2026 returns to Passaic, Houston, Brooklyn, and Washington, DC this spring. Click the link in our bio to RSVP or secure your tickets.",,,0.7,idontdoclubs,https://www.instagram.com/p/DVE3bHlFFSG/,https://instagram.flas1-2.fna.fbcdn.net/v/t51.82787-15/640418002_18570915589048339_6128621449830427188_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGEuaNb8Syf3rWVhlmnmFB9sw3WsR34MirpgilPbB4e3X-hW_FB5fwQI35IPiK-GiI&_nc_ohc=fIkehcegdpMQ7kNvwHcEUsZ&_nc_gid=OtW5ig_THI2C-i9vkvkTvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8jIjLW-GByB_Y1_56-LJj-NW-XHNkW01nFGjH07XFgQ&oe=69A5805C&_nc_sid=10d13b,https://www.instagram.com/p/DVE3bHlFFSG/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838436538548769926,True,True
Blizzard + Chill 2026,2026-04-01,,,"Washington, DC",,"Get ready for Blizzard + Chill 2026, coming to Passaic, Houston, Brooklyn, and Washington, DC this spring!",event series,"Blizzard + Chill 2026 returns to Passaic, Houston, Brooklyn, and Washington, DC this spring. Click the link in our bio to RSVP or secure your tickets.",,,0.7,idontdoclubs,https://www.instagram.com/p/DVE3bHlFFSG/,https://instagram.flas1-2.fna.fbcdn.net/v/t51.82787-15/640418002_18570915589048339_6128621449830427188_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGEuaNb8Syf3rWVhlmnmFB9sw3WsR34MirpgilPbB4e3X-hW_FB5fwQI35IPiK-GiI&_nc_ohc=fIkehcegdpMQ7kNvwHcEUsZ&_nc_gid=OtW5ig_THI2C-i9vkvkTvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8jIjLW-GByB_Y1_56-LJj-NW-XHNkW01nFGjH07XFgQ&oe=69A5805C&_nc_sid=10d13b,https://www.instagram.com/p/DVE3bHlFFSG/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838436538548769926,True,True
Blizzard + Chill 2026,2026-03-01,,,Passaic,North,Get ready for Blizzard + Chill 2026: a fun event series happening this spring!,Event Series,Blizzard + Chill 2026 returns this spring.,,,0.8,idontdoclubs,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838434011119887090,True,True
Blizzard + Chill 2026,2026-03-01,,,Houston,,Get ready for Blizzard + Chill 2026: a fun event series happening this spring!,Event Series,Blizzard + Chill 2026 returns this spring.,,,0.8,idontdoclubs,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838434011119887090,True,True
Blizzard + Chill 2026,2026-03-01,,,Brooklyn,,Get ready for Blizzard + Chill 2026: a fun event series happening this spring!,Event Series,Blizzard + Chill 2026 returns this spring.,,,0.8,idontdoclubs,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838434011119887090,True,True
Blizzard + Chill 2026,2026-03-01,,,Washington,,Get ready for Blizzard + Chill 2026: a fun event series happening this spring!,Event Series,Blizzard + Chill 2026 returns this spring.,,,0.8,idontdoclubs,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,I DON’T DO CLUBS - Connecting Black Professionals + Creatives,3838434011119887090,True,True
Valentine's Day,2026-02-14,,Lab X by Xperience,Carteret,Central,Relive the unforgettable Valentine's Day vibes at Lab X!,Holiday,"Valentine’s Day at Lab X was one for the books ❤️ The vibe was intimate, the room was full, and every table had a story to tell.",,,0.8,labxnj,https://www.instagram.com/p/DVJfUDxDAWJ/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/637747679_791628553372346_4613374835091707920_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGVA8svL5CFA9VDTdWSqxGoxM0MRpcaPLizSTqNO5MaFqh-uWj6EudBCJ8vQ_sNSd8&_nc_ohc=aATyxZI_rwgQ7kNvwHbWW5S&_nc_gid=-gHBYA32k4cM2_fzgmY8Ug&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsk2YrYfEnJf6eaa1xgnyaabixxnE-KzKTgPUfovZ_G0A&oe=69A56D8E&_nc_sid=10d13b,https://www.instagram.com/p/DVJfUDxDAWJ/,https://www.instagram.com/labxnj/,Lab X by Xperience,3839737875185534345,True,False
Fit Camp Workout,2026-02-21,9:30 AM,Good Vibes Fords,Fords,Central,Get your sweat on at our Fit Camp workout this Saturday!,Workout,Join our fit camp workout.,,,1.0,goodvibesfords,https://www.instagram.com/p/DU_x2NYjrQP/,https://instagram.fhio2-2.fna.fbcdn.net/v/t51.82787-15/639549617_18099052538505328_501767941421027153_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fhio2-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGOcyC9Af2yxzE5RYYn7Q-H_uaIRAoBimBe7TDE222j70ZZs1QX1H8lwnGuPwLy4Zs&_nc_ohc=XBBYRsoYNG4Q7kNvwFsOFfw&_nc_gid=HcZmgD-B94PAE9bODMuk0g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvF6LSevmuhuhBgMIov5rgsoMzkVdjgyqHTeojbSEX-0g&oe=69A57241&_nc_sid=10d13b,https://www.instagram.com/p/DU_x2NYjrQP/,https://www.instagram.com/goodvibesfords/,The Healthy Hub🇵🇭🇯🇲🇨🇴,3837004637044388879,True,False
